zooID	i	latit	longit	type	scinam	Nestbuilding 	Courtshipfeeding 	Incubation	FeedingOffspring 	Precocilaity 	family	order_	genus	brange_area	clutch_size	generation_length	territoriality	social_bond	migr_dist	lab_method	ep_offspring	wp_offspring	ep_broods	wp_broods	X	Y	rel_latitude	rel_distance	Realm	seasonality	n_epy	n_epb	prop_epb	prop_epo
9	273	9.133	-79.717	1	habia_fuscicauda	NA	NA	NA	NA	NA	cardinalidae	passeriformes	habia	5.84935E+11	3	4.2	1	2	273.002	1	17	24	10	9	-7455996.805	1200848.917	-0.845423414	0.061630219	Panamanian	0.096747063	41	19	0.526315789	0.414634146
8	274	53.477	6.218	1	haematopus_ostralegus	50.0  	0.0  	50.0  	50.0  	0  	haematopodidae	charadriiformes	haematopus	9.48779E+12	3	13.7	2	2	3170.21	0	1	64	1	25	483011.4896	6410335.19	2.093940093	0	Palearctic	1.002597094	65	26	0.038461538	0.015384615
8	275	49.151	14.455	1	haliaeetus_albicilla	NA	NA	NA	NA	NA	accipitridae	accipitriformes	haliaeetus	1.7353E+13	2	17.5	1	2	1643.09	1	0	86	0	50	1159573.037	5986184.536	-0.168145675	0.030784508	Palearctic	1.062077165	86	50	0	0
2	276	-37.82	144.849	1	hirundo_ariel	NA	NA	NA	NA	NA	hirundinidae	passeriformes	hirundo	5.39104E+12	4	4	0	1	653.547	1	28	175	14	56	12434914.94	-4763884.897	0.928084504	0.035820896	Australian	0.509958088	203	70	0.2	0.137931034
8	277	45.464	9.264	1	hirundo_rustica	26.0  	0.0  	0.0  	46.7  	0  	hirundinidae	passeriformes	hirundo	5.1692E+13	4	3.9	0	1	5030.62	1	172	807	85	168	761621.3458	5604892.441	1.645031065	0.208208208	Palearctic	1.063563347	979	253	0.335968379	0.175689479
4	278	37.217	-80.417	1	hirundo_rustica	NA	NA	NA	NA	NA	hirundinidae	passeriformes	hirundo	NA	NA	NA	NA	NA	NA	1	145	279	52	42	-6924355.563	4694950.728	1.412156031	0.489489489	Nearctic	0.931463242	424	94	0.553191489	0.341981132
8	279	50.492	30.817	1	hirundo_rustica	NA	NA	NA	NA	NA	hirundinidae	passeriformes	hirundo	NA	NA	NA	NA	NA	NA	1	24	48	NA	NA	2448578.125	6120465.244	1.776978015	0.557557558	Palearctic	1.134688377	72	NA	NA	0.333333333
11	280	37.117	138.25	1	hirundo_rustica	NA	NA	NA	NA	NA	hirundinidae	passeriformes	hirundo	NA	NA	NA	NA	NA	NA	1	8	288	5	60	11909965.62	4683485.156	1.409221727	0.038038038	Sino-Japanese	0.963166833	296	65	0.076923077	0.027027027
4	281	39.888	-105.261	1	hirundo_rustica	NA	NA	NA	NA	NA	hirundinidae	passeriformes	hirundo	NA	NA	NA	NA	NA	NA	1	209	303	81	44	-8939853.706	4997572.959	1.489604027	0.653653654	Nearctic	0.984799981	512	125	0.648	0.408203125
4	282	44.567	-76.324	1	hirundo_rustica	NA	NA	NA	NA	NA	hirundinidae	passeriformes	hirundo	NA	NA	NA	NA	NA	NA	1	121	270	43	43	-6310031.593	5509583.286	1.620639258	0.097097097	Nearctic	1.196040392	391	86	0.5	0.309462916
11	283	35.228	139.892	1	hirundo_rustica	NA	NA	NA	NA	NA	hirundinidae	passeriformes	hirundo	NA	NA	NA	NA	NA	NA	1	12	131	5	28	12160496.46	4465146.28	1.353343782	0.004004004	Sino-Japanese	0.643142819	143	33	0.151515152	0.083916084
11	284	35.187	139.933	1	hirundo_rustica	NA	NA	NA	NA	NA	hirundinidae	passeriformes	hirundo	NA	NA	NA	NA	NA	NA	1	35	123	14	24	12166365.32	4460371.145	1.352121715	0.036036036	Sino-Japanese	0.643142819	158	38	0.368421053	0.221518987
8	285	57.2	10	1	hirundo_rustica	NA	NA	NA	NA	NA	hirundinidae	passeriformes	hirundo	NA	NA	NA	NA	NA	NA	0	73	188	21	42	753185.5659	6753149.743	1.938896544	0.098098098	Palearctic	1.213372588	261	63	0.333333333	0.279693487
8	286	38.833	-6.983	1	hirundo_rustica	NA	NA	NA	NA	NA	hirundinidae	passeriformes	hirundo	NA	NA	NA	NA	NA	NA	1	120	554	55	115	-596378.4185	4878891.229	1.45923064	0.297297297	Palearctic	0.564016521	674	170	0.323529412	0.178041543
4	287	42.462	-76.547	1	hirundo_rustica	NA	NA	NA	NA	NA	hirundinidae	passeriformes	hirundo	NA	NA	NA	NA	NA	NA	1	61	204	26	27	-6408543.121	5282237.818	1.562456318	0.22022022	Nearctic	1.092976928	265	53	0.490566038	0.230188679
8	288	49.063	14.74	1	hirundo_rustica	NA	NA	NA	NA	NA	hirundinidae	passeriformes	hirundo	NA	NA	NA	NA	NA	NA	1	182	878	104	141	1183163.925	5977288.032	1.74033567	0.463463463	Palearctic	1.062077165	1060	245	0.424489796	0.171698113
10	289	33.103	35.61	1	hirundo_rustica	NA	NA	NA	NA	NA	hirundinidae	passeriformes	hirundo	NA	NA	NA	NA	NA	NA	1	NA	NA	18	23	3124995.012	4215714.179	1.289508365	0.026026026	Saharo-Arabian	0.691589713	NA	41	0.43902439	NA
8	290	39.05	-27.95	1	oceanodroma_monteiroi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	71	0	56	-2384355.207	4903394.74	0.517413693	0.935258964	Palearctic	0.420207381	71	56	0	0
4	291	41.767	-79.933	1	hylocichla_mustelina	NA	NA	NA	NA	NA	turdidae	passeriformes	hylocichla	3.49677E+12	4	4.1	1	1	2127.26	1	9	142	7	44	-6718733.862	5206079.998	0.309817738	0.210578842	Nearctic	1.084836483	151	51	0.137254902	0.059602649
4	292	43.4	-80.45	1	hylocichla_mustelina	NA	NA	NA	NA	NA	turdidae	passeriformes	hylocichla	NA	NA	NA	NA	NA	NA	1	45	67	24	12	-6698308.832	5384170.137	0.46869503	0.279441118	Nearctic	1.205614924	112	36	0.666666667	0.401785714
4	293	39.684	-75.749	1	hylocichla_mustelina	NA	NA	NA	NA	NA	turdidae	passeriformes	hylocichla	NA	NA	NA	NA	NA	NA	1	12	29	10	15	-6440406.966	4974712.641	0.103410919	0.089820359	Nearctic	0.932782352	41	25	0.4	0.292682927
2	294	-39.349	175.147	1	hymenolaimus_malacorhynchos	0.0  	0.0  	0.0  	0	1  	anatidae	anseriformes	hymenolaimus	1.99928E+11	6	7.1	2	2	110.748	0	0	14	0	10	14917988.04	-4937079.831	-0.391747331	0.883813307	Australian	0.649774909	14	10	0	0
4	295	37.622	-84.201	1	icteria_virens	NA	NA	NA	NA	NA	parulidae	passeriformes	icteria	6.19725E+12	4	3.9	1	1	2012.54	0	5	24	3	6	-7235616.751	4741288.438	0.083084481	0.949799197	Nearctic	0.902858078	29	9	0.333333333	0.172413793
4	296	49.3	-119.56	1	icteria_virens	NA	NA	NA	NA	NA	parulidae	passeriformes	icteria	NA	NA	NA	NA	NA	NA	1	4	9	2	4	-9581017.583	6001224.412	0.757658748	0.164658635	Nearctic	1.125384569	13	6	0.333333333	0.307692308
4	297	35.723	-120.396	1	icterus_galbula	NA	NA	NA	NA	NA	icteridae	passeriformes	icterus	4.60713E+12	5	5	0	1	2217.41	1	65	137	22	26	-10441629.06	4522677.769	-0.603748571	1	Nearctic	0.541179836	202	48	0.458333333	0.321782178
2	298	-19.567	146.783	0	irediparra_gallinacea	NA	NA	NA	NA	NA	jacanidae	charadriiformes	irediparra	2.16814E+12	4	4.8	1	1	737.536	0	0	36	0	10	13478003.6	-2549043.762	0.221141715	0.572283151	Australian	0.37262091	36	10	0	0
5	299	-19.052	-57.043	1	jabiru_mycteria	NA	NA	NA	NA	NA	ciconiidae	ciconiiformes	jabiru	9.08389E+12	4	16.1	0	2	856.472	1	1	39	1	12	-5244310.442	-2483492.041	0.104695599	0.938916256	Neotropical	0.36461848	40	13	0.076923077	0.025
9	300	9.237	-79.53	1	jacana_jacana	NA	NA	NA	NA	NA	jacanidae	charadriiformes	jacana	1.39535E+13	4	4.8	1	1	940.672	0	24	211	18	56	-7437639.758	1214452.136	-0.490400859	0.004040404	Panamanian	0.090191044	235	74	0.243243243	0.10212766
4	301	37.367	-80.533	1	junco_hyemalis	0	0.0  	0.0  	55.5  	0  	emberizidae	passeriformes	junco	1.01496E+13	4	3.6	1	2	1585.2	1	26	106	11	18	-6929202.891	4712131.189	-0.585918093	0.153153153	Nearctic	0.931463242	132	29	0.379310345	0.196969697
4	302	38.235	-120.004	1	junco_hyemalis	NA	NA	NA	NA	NA	emberizidae	passeriformes	junco	NA	NA	NA	NA	NA	NA	1	42	123	23	37	-10280421.75	4811122.318	-0.534401922	0.183183183	Nearctic	0.623654306	165	60	0.383333333	0.254545455
4	303	32.867	-117.167	1	junco_hyemalis	NA	NA	NA	NA	NA	emberizidae	passeriformes	junco	NA	NA	NA	NA	NA	NA	1	60	169	NA	NA	-10292525.88	4187774.466	-0.858799619	0.255255255	Nearctic	0.479890764	229	NA	NA	0.262008734
4	304	32.867	-116.417	1	junco_hyemalis	NA	NA	NA	NA	NA	emberizidae	passeriformes	junco	NA	NA	NA	NA	NA	NA	1	45	79	NA	NA	-10226642.19	4187774.466	-0.858799619	0.043043043	Nearctic	0.475395679	124	NA	NA	0.362903226
8	305	51.9	11	1	jynx_torquilla	NA	NA	NA	NA	NA	picidae	piciformes	jynx	1.76163E+13	8	3.5	1	1	3940.17	0	2	290	1	49	864937.7144	6258784.595	0.223250033	0.494527363	Palearctic	1.151549459	292	50	0.02	0.006849315
4	306	59.83	-136.33	1	lagopus_lagopus	0.0  	0.0  	0.0  	0	1  	phasianidae	galliformes	lagopus	2.42165E+13	8	4.2	0	2	1214.72	0	24	232	5	33	-10027365.25	6981760.367	0.107501495	0.155555556	Nearctic	1.618535876	256	38	0.131578947	0.09375
4	307	48.683	-113.717	1	lagopus_leucura	NA	NA	NA	NA	NA	phasianidae	galliformes	lagopus	1.77289E+12	5	4.4	0	2	393.809	1	3	61	3	15	-9152087.593	5938753.477	-0.050915127	0.330661323	Nearctic	1.227095246	64	18	0.166666667	0.046875
1	308	0.283	37.867	0	lamprotornis_superbus	NA	NA	NA	NA	NA	sturnidae	passeriformes	lamprotornis	2.10136E+12	4	4.1	2	2	379.306	1	16	231	9	91	3559733.76	37305.17373	0.585675571	0.724172518	Afrotropical	0.418022096	247	100	0.09	0.064777328
1	309	-26.967	21.817	1	laniarius_atrococcineus	NA	NA	NA	NA	NA	malaconotidae	passeriformes	laniarius	1.97236E+12	3	5.3	2	2	365.984	1	14	60	12	29	1960444.125	-3475187.33	0.623627107	0.46673287	Afrotropical	0.722068608	74	41	0.292682927	0.189189189
11	310	34.567	135.533	1	lanius_bucephalus	0.0  	100.0  	0.0  	0	0  	laniidae	passeriformes	lanius	1.71659E+12	5	3.9	1	2	1040.19	0	10	89	4	20	11817250.62	4387979.4	-0.169240368	0.102	Sino-Japanese	0.696337581	99	24	0.166666667	0.101010101
8	311	46.198	9.372	1	lanius_collurio	0.0  	100.0  	0.0  	56.0  	0  	laniidae	passeriformes	lanius	1.07841E+13	5	4	1	2	6933.61	0	2	17	2	3	766898.2681	5682160.676	-0.073253134	0.274626866	Palearctic	1.102185011	19	5	0.4	0.105263158
8	312	49.317	14.25	1	lanius_collurio	NA	NA	NA	NA	NA	laniidae	passeriformes	lanius	NA	NA	NA	NA	NA	NA	1	10	55	6	9	1141796.337	6002938.487	0.116373946	0.75721393	Palearctic	1.06153357	65	15	0.4	0.153846154
8	313	40.358	96.225	1	lanius_isabellinus	NA	NA	NA	NA	NA	laniidae	passeriformes	lanius	4.80309E+12	5	3.9	1	2	2550.97	1	3	203	3	58	8151709.319	5050077.315	-0.29101361	0.84	Palearctic	1.390909433	206	61	0.049180328	0.014563107
4	314	34	-98	1	lanius_ludovicianus	NA	NA	NA	NA	NA	laniidae	passeriformes	lanius	8.8671E+12	5	3.6	2	2	1129.75	1	8	171	5	31	-8566448.263	4321480.355	-0.014204803	0.825174825	Nearctic	0.721864522	179	36	0.138888889	0.044692737
4	315	32.891	-118.486	1	lanius_ludovicianus	NA	NA	NA	NA	NA	laniidae	passeriformes	lanius	NA	NA	NA	NA	NA	NA	1	NA	NA	0	5	-10407326.63	4190617.911	-0.07243559	0.013986014	Nearctic	0.801766932	NA	5	0	NA
8	316	48.6	19.333	1	lanius_minor	NA	NA	NA	NA	NA	laniidae	passeriformes	lanius	8.40635E+12	6	4	1	2	7306.26	0	0	136	0	36	1556836.571	5930311.379	0.389470444	0.180914513	Palearctic	1.086920261	136	36	0	0
4	317	43.25	-79.85	1	larus_argentatus	50.0  	100.0  	50.0  	61.0  	0  	laridae	charadriiformes	larus	1.30068E+12	3	13	0	2	818.489	0	0	35	NA	NA	-6654278.677	5367936.423	-1.083925091	1	Nearctic	1.091162443	35	NA	NA	0
4	318	44.483	-81.383	1	larus_argentatus	NA	NA	NA	NA	NA	laridae	charadriiformes	larus	NA	NA	NA	NA	NA	NA	0	0	32	NA	NA	-6731757.519	5500609.106	-0.971038242	1	Nearctic	1.128673434	32	NA	NA	0
4	319	44	-77.717	1	larus_argentatus	NA	NA	NA	NA	NA	laridae	charadriiformes	larus	NA	NA	NA	NA	NA	NA	0	0	29	NA	NA	-6447485.291	5448847.184	-1.01508077	1	Nearctic	1.141300082	29	NA	NA	0
4	320	44.57	-66.754	1	larus_argentatus	NA	NA	NA	NA	NA	laridae	charadriiformes	larus	NA	NA	NA	NA	NA	NA	0	0	47	NA	NA	-5518736.803	5509903.639	-0.963129828	1	Nearctic	1.047867537	47	NA	NA	0
8	321	51.667	21.617	1	larus_canus	NA	NA	NA	NA	NA	laridae	charadriiformes	larus	1.78797E+13	3	9.8	0	2	1707.78	0	2	53	2	22	1702744.572	6236088.114	0.216378015	0.05115346	Palearctic	1.101722956	55	24	0.083333333	0.036363636
4	322	37.7	-123.001	1	larus_occidentalis	NA	NA	NA	NA	NA	laridae	charadriiformes	larus	35773218236	3	12.8	0	2	685.492	0	0	33	0	22	-10565680.82	4750194.606	0.119578179	1	Nearctic	0.604120791	33	22	0	0
2	323	-42.724	147.41	1	lathamus_discolor	NA	NA	NA	NA	NA	psittacidae	psittaciformes	lathamus	12325742388	4	5.4	0	2	532.263	1	NA	NA	43	42	12322435.76	-5310808.87	0.316122633	0.432760364	Australian	0.559131265	NA	85	0.505882353	NA
2	324	-37.683	145.517	1	lichenostomus_chrysops	NA	NA	NA	NA	NA	meliphagidae	passeriformes	lichenostomus	1.46278E+12	2	5.4	1	1	343.873	1	8	10	NA	NA	12500850.08	-4748254.019	0.887053746	0.393213573	Australian	0.515868604	18	NA	NA	0.444444444
8	325	40.72	-8.58	1	locustella_luscinioides	NA	NA	NA	NA	NA	sylviidae	passeriformes	locustella	4.69559E+12	4	3.7	1	1	4156.11	1	15	377	6	96	-725418.0812	5090359.322	-0.325513565	0.059760956	Palearctic	0.598360717	392	102	0.058823529	0.038265306
8	326	51.377	4.596	1	parus_cristatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	119	6	14	362807.0433	6207731.532	0.089245847	0.136958711	Palearctic	0.892317414	136	20	0.3	0.125
4	327	19.433	-155.3	0	lophura_leucomelanos	NA	NA	NA	NA	NA	phasianidae	galliformes	lophura	1.31112E+12	8	5	0	1	339.556	1	12	67	6	7	-14264686.36	2531999.692	-0.380069329	1	Nearctic	0.218156517	79	13	0.461538462	0.151898734
8	328	59.5	11.333	1	loxia_curvirostra	NA	NA	NA	NA	NA	fringillidae	passeriformes	loxia	2.26406E+13	4	3.4	0	2	1784.63	1	0	96	0	34	836129.4683	6953723.436	0.753178283	0.195845697	Palearctic	1.304073215	96	34	0	0
4	329	20.016	-155.329	1	loxioides_bailleui	0	0	0.0  	37.0  	0  	fringillidae	passeriformes	loxioides	134809276.6	2	6.8	1	2	0	0	0	20	0	12	-14246973.65	2606090.977	2.217245348	1	Nearctic	0.219097629	20	12	0	0
8	330	47.619	7.538	1	luscinia_megarhynchos	NA	NA	NA	NA	NA	muscicapidae	passeriformes	luscinia	6.78257E+12	5	4.2	1	1	4007.25	1	11	136	9	30	611082.4169	5829852.27	0.532042081	0.129285015	Palearctic	1.033338666	147	39	0.230769231	0.074829932
8	331	52.4	12.97	1	luscinia_megarhynchos	NA	NA	NA	NA	NA	muscicapidae	passeriformes	luscinia	NA	NA	NA	NA	NA	NA	1	26	95	13	15	1015969.603	6307226.836	0.862699625	0.75122429	Palearctic	0.969662726	121	28	0.464285714	0.214876033
8	332	61.417	8.867	1	luscinia_svecica	0.0  	0	0.0  	54.2  	0  	muscicapidae	passeriformes	luscinia	1.98326E+13	5	4.2	1	1	3677	0	49	161	24	30	642382.7037	7113900.041	0.624655435	0.291417166	Palearctic	1.380649447	210	54	0.444444444	0.233333333
8	333	61.417	8.867	1	luscinia_svecica	NA	NA	NA	NA	NA	muscicapidae	passeriformes	luscinia	NA	NA	NA	NA	NA	NA	1	242	859	119	158	642382.7037	7113900.041	0.624655435	0.291417166	Palearctic	1.380649447	1101	277	0.429602888	0.219800182
8	334	47.305	-2.465	1	luscinia_svecica	NA	NA	NA	NA	NA	muscicapidae	passeriformes	luscinia	NA	NA	NA	NA	NA	NA	0	68	94	23	13	-200249.8186	5797435.591	-0.074895605	0.007984032	Palearctic	0.727830648	162	36	0.638888889	0.419753086
2	335	-16.87	145.75	1	malurus_amabilis	NA	NA	NA	NA	NA	maluridae	passeriformes	malurus	1.2765E+11	3	8.3	2	2	123.025	1	37	40	21	20	13464848.84	-2204424.199	0.415952795	0.007976072	Australian	0.15963985	77	41	0.512195122	0.480519481
2	336	-17.517	126.1	0	malurus_coronatus	NA	NA	NA	NA	NA	maluridae	passeriformes	malurus	3.65794E+11	2	8.3	2	2	174.217	1	25	484	13	204	11633516.38	-2287388.849	0.043121386	0.882352941	Australian	0.528327167	509	217	0.059907834	0.049115914
2	337	-37.403	145.102	0	malurus_cyaneus	0.0  	0.0  	0.0  	0	0  	maluridae	passeriformes	malurus	1.24352E+12	3	8	2	2	314.639	1	61	53	21	27	12482606.14	-4716251.296	0.43733473	0.355846774	Australian	0.508731723	114	48	0.4375	0.535087719
2	338	-35.35	138.583	0	malurus_cyaneus	NA	NA	NA	NA	NA	maluridae	passeriformes	malurus	NA	NA	NA	NA	NA	NA	1	17	10	10	2	12039900.22	-4479346.295	0.244215825	0.066532258	Australian	0.49597916	27	12	0.833333333	0.62962963
2	339	-35.279	149.109	0	malurus_cyaneus	NA	NA	NA	NA	NA	maluridae	passeriformes	malurus	NA	NA	NA	NA	NA	NA	1	1151	744	165	88	12958650.55	-4471083.978	0.237480596	0.465725806	Australian	0.514187098	1895	253	0.652173913	0.607387863
2	340	-35.279	149.109	0	malurus_cyaneus	NA	NA	NA	NA	NA	maluridae	passeriformes	malurus	NA	NA	NA	NA	NA	NA	0	192	117	NA	NA	12958650.55	-4471083.978	0.237480596	0.465725806	Australian	0.514187098	309	NA	NA	0.621359223
2	341	-34.333	116.167	0	malurus_elegans	NA	NA	NA	NA	NA	maluridae	passeriformes	malurus	71501729291	2	8.8	2	2	73.9521	1	908	657	476	235	10139395.53	-4360569.264	0.5908171	0.748502994	Australian	0.370563328	1565	711	0.669479606	0.580191693
2	342	-34.35	139.483	0	malurus_lamberti	NA	NA	NA	NA	NA	maluridae	passeriformes	malurus	6.31594E+12	3	8.3	2	2	626.047	1	129	203	NA	NA	12173555.1	-4362562.21	0.748102269	0.229540918	Australian	0.576095283	332	NA	NA	0.388554217
2	343	-27.267	152.85	1	malurus_melanocephalus	NA	NA	NA	NA	NA	maluridae	passeriformes	malurus	2.03654E+12	3	8.3	2	2	427.555	1	88	98	44	29	13720695.75	-3512030.37	0.519743851	0.128614158	Australian	0.358951211	186	73	0.602739726	0.47311828
2	344	-17.367	145.417	1	malurus_melanocephalus	NA	NA	NA	NA	NA	maluridae	passeriformes	malurus	NA	NA	NA	NA	NA	NA	1	362	311	158	73	13419971.13	-2268170.098	-0.377511971	0.396809571	Australian	0.323471069	673	231	0.683982684	0.537890045
2	345	-34.339	139.493	0	malurus_splendens	0.0  	0.0  	0.0  	20.9  	0  	maluridae	passeriformes	malurus	2.72038E+12	3	8	2	2	484.438	1	174	256	NA	NA	12175029.15	-4361272.685	0.794980739	0.232303091	Australian	0.576095283	430	NA	NA	0.404651163
2	346	-27.5	152.506	0	manorina_melanocephala	NA	NA	NA	NA	NA	meliphagidae	passeriformes	manorina	2.07326E+12	3	7.1	2	2	391.884	0	5	80	2	33	13678716.37	-3540603.028	0.001250763	0.299502488	Australian	0.358951211	85	35	0.057142857	0.058823529
2	347	-37.683	145.517	1	manorina_melanophrys	NA	NA	NA	NA	NA	meliphagidae	passeriformes	manorina	3.18261E+11	2	7.1	2	2	166.399	0	1	23	1	12	12500850.08	-4748254.019	0.792390797	0.601796407	Australian	0.515868604	24	13	0.076923077	0.041666667
4	348	36.379	-121.567	0	melanerpes_formicivorus	0.0  	44.4  	41.0  	0	0  	picidae	piciformes	melanerpes	1.50901E+12	5	5.6	2	2	536.991	0	0	386	0	127	-10510380.51	4598577.068	0.62059318	0.39484127	Nearctic	0.59376055	386	127	0	0
4	349	39.3	-75.5	1	melospiza_georgiana	NA	NA	NA	NA	NA	emberizidae	passeriformes	melospiza	6.02409E+12	4	3.8	1	1	1517.2	1	31	118	21	33	-6432305.061	4931565.738	-0.822695374	0.029	Nearctic	0.946879148	149	54	0.388888889	0.208053691
4	350	39.6	-79.3	1	melospiza_georgiana	NA	NA	NA	NA	NA	emberizidae	passeriformes	melospiza	NA	NA	NA	NA	NA	NA	1	42	159	26	33	-6745337.771	4965287.135	-0.798960219	0.264	Nearctic	1.052762866	201	59	0.440677966	0.208955224
4	351	47.66	-122.415	1	melospiza_melodia	0.0  	0.0  	0.0  	71.2  	0  	emberizidae	passeriformes	melospiza	1.03083E+13	4	3.7	2	2	1359.89	1	45	146	26	46	-9921073.678	5834075.736	0.419704753	0.189568706	Nearctic	0.986849844	191	72	0.361111111	0.235602094
4	352	35.3	-83.067	1	melospiza_melodia	NA	NA	NA	NA	NA	emberizidae	passeriformes	melospiza	NA	NA	NA	NA	NA	NA	1	29	175	14	59	-7218420.678	4473528.234	-0.155335081	0.488465396	Nearctic	0.867441058	204	73	0.191780822	0.142156863
4	353	44.75	-63.683	1	melospiza_melodia	NA	NA	NA	NA	NA	emberizidae	passeriformes	melospiza	NA	NA	NA	NA	NA	NA	1	4	34	3	7	-5259001.122	5529105.366	0.290808033	0.079237713	Nearctic	1.036839604	38	10	0.3	0.105263158
4	354	48.633	-123.287	1	melospiza_melodia	NA	NA	NA	NA	NA	emberizidae	passeriformes	melospiza	NA	NA	NA	NA	NA	NA	1	627	1580	355	456	-9925722.461	5933668.959	0.461798154	0.022066199	Nearctic	0.926885486	2207	811	0.437731196	0.284096058
8	355	43.599	4.534	1	merops_apiaster	45.0  	0	55.0  	55.0  	0  	meropidae	coraciiformes	merops	1.1042E+13	5	6.5	0	2	5775.08	0	1	99	1	18	377054.9691	5405667.223	1.896375935	0.07444668	Palearctic	0.751973689	100	19	0.052631579	0.01
7	356	2.286	102.745	1	merops_viridis	NA	NA	NA	NA	NA	meropidae	coraciiformes	merops	3.22261E+12	4	6.2	0	1	1506.6	0	0	61	0	35	9655653.431	301294.0798	-0.250256914	0.369107322	Oriental	0.143321067	61	35	0	0
4	357	29.667	-95.333	1	mimus_polyglottos	50.0  	0.0  	0.0  	48.0  	0  	mimidae	passeriformes	mimus	1.01608E+13	4	5.3	1	1	842.109	1	10	314	9	121	-8483338.266	3804515.551	-0.179224032	0.091182365	Nearctic	0.561877966	324	130	0.069230769	0.030864198
3	358	-23.083	43.621	0	monias_benschi	NA	NA	NA	NA	NA	mesitornithidae	mesitornithiformes	monias	12380868054	2	6	2	2	36.91	1	2	20	2	11	3968085.514	-2992997.873	0.620515112	0.125498008	Madagascan	0.649926543	22	13	0.153846154	0.090909091
2	359	-39.638	177.076	1	morus_serrator	NA	NA	NA	NA	NA	sulidae	suliformes	morus	9479238089	1	21.2	0	2	741.607	1	4	30	4	26	15059219.69	-4969551.951	-0.303375177	0.998025666	Australian	0.548156857	34	30	0.133333333	0.117647059
5	360	-16.504	-56.65	1	mycteria_americana	NA	NA	NA	NA	NA	ciconiidae	ciconiiformes	mycteria	1.4621E+13	3	8.4	0	2	3134.39	1	0	6	0	3	-5237454.389	-2157415.302	-0.077977737	0.752247752	Neotropical	0.236135557	6	3	0	0
5	361	1.142	-50.542	1	mycteria_americana	NA	NA	NA	NA	NA	ciconiidae	ciconiiformes	mycteria	NA	NA	NA	NA	NA	NA	1	0	43	0	20	-4750909.715	150533.2712	-0.93566606	0.117882118	Neotropical	0.141433358	43	20	0	0
5	362	-30.031	-59.751	1	myiopsitta_monachus	NA	NA	NA	NA	NA	psittacidae	psittaciformes	myiopsitta	2.73185E+12	6	6	0	2	442.337	1	0	34	0	12	-5309619.034	-3848511.311	0.068228233	0.871769384	Neotropical	0.529514253	34	12	0	0
4	363	25.979	-80.361	1	myiopsitta_monachus	NA	NA	NA	NA	NA	psittacidae	psittaciformes	myiopsitta	NA	NA	NA	NA	NA	NA	1	0	58	0	52	-7245100.31	3353428.018	-0.230981167	1	Nearctic	0.256236464	58	52	0	0
5	364	-31.667	-62.817	1	myiopsitta_monachus	NA	NA	NA	NA	NA	psittacidae	psittaciformes	myiopsitta	NA	NA	NA	NA	NA	NA	1	7	37	4	7	-5545903.776	-4045000.341	0.186978684	0.968190855	Neotropical	0.730289698	44	11	0.363636364	0.159090909
5	365	-32.917	-62.667	1	myiopsitta_monachus	NA	NA	NA	NA	NA	psittacidae	psittaciformes	myiopsitta	NA	NA	NA	NA	NA	NA	1	23	87	10	16	-5503801.842	-4193697.77	0.276845721	0.916500994	Neotropical	1.004463196	110	26	0.384615385	0.209090909
1	366	-28.824	24.821	0	myrmecocichla_formicivora	NA	NA	NA	NA	NA	muscicapidae	passeriformes	myrmecocichla	2.08912E+12	3	3.8	1	2	363.111	1	3	26	1	9	2215711.68	-3702248.563	0.376333678	0.644221106	Afrotropical	0.72850889	29	10	0.1	0.103448276
10	367	32.083	34.783	1	nectarinia_osea	0.0  	0.0  	0.0  	33.0  	0  	nectariniidae	passeriformes	nectarinia	5.71867E+11	2	3.6	1	2	352.742	0	20	68	17	30	3065613.385	4094627.797	0.893107158	0.041874377	Saharo-Arabian	0.414579481	88	47	0.361702128	0.227272727
5	368	-15.533	-47.6	1	neothraupis_fasciata	NA	NA	NA	NA	NA	thraupidae	passeriformes	neothraupis	2.25517E+12	3	3.7	2	2	389.327	1	39	100	26	40	-4409202.424	-2032442.204	0.296635639	0.937188435	Neotropical	0.414563298	139	66	0.393939394	0.28057554
5	369	-1.383	-89.617	0	mimus_macdonaldi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	15	74	10	25	-8423618.994	-182297.4122	0.265736216	0.083417085	Neotropical	0.756917655	89	35	0.285714286	0.168539326
2	370	-36.601	174.889	1	notiomystis_cincta	NA	NA	NA	NA	NA	meliphagidae	passeriformes	notiomystis	100136092.4	4	5.8	1	2	18.4929	1	119	80	431	54	15104301.26	-4624172.303	-0.828521379	0.247991968	Australian	0.515438676	199	485	0.888659794	0.59798995
2	371	-36.601	174.889	1	notiomystis_cincta	NA	NA	NA	NA	NA	meliphagidae	passeriformes	notiomystis	NA	NA	NA	NA	NA	NA	0	12	22	8	2	15104301.26	-4624172.303	-0.828521379	0.247991968	Australian	0.515438676	34	10	0.8	0.352941176
2	372	-38.083	176.283	0	notiomystis_cincta	NA	NA	NA	NA	NA	meliphagidae	passeriformes	notiomystis	NA	NA	NA	NA	NA	NA	0	89	105	50	11	15113362.44	-4793840.453	-0.246509879	1	Australian	0.53480345	194	61	0.819672131	0.458762887
