zooID	i	latit	longit	type	scinam	Nestbuilding 	Courtshipfeeding 	Incubation	FeedingOffspring 	Precocilaity 	family	order_	genus	brange_area	clutch_size	generation_length	territoriality	social_bond	migr_dist	lab_method	ep_offspring	wp_offspring	ep_broods	wp_broods	X	Y	rel_latitude	rel_distance	Realm	seasonality	n_epy	n_epb	prop_epb	prop_epo
6	373	-62.239	-58.666	1	oceanites_oceanicus	NA	NA	NA	NA	NA	hydrobatidae	procellariiformes	oceanites	24793537538	1	15.6	0	2	5000	0	0	63	0	63	-4215849.616	-7180548.78	0.231862991	0.294234592	Oceania	0.777426213	63	63	0	0
4	374	44.582	-66.756	1	oceanodroma_leucorhoa	100.0  	0.0  	50.0  	0	0  	hydrobatidae	procellariiformes	oceanodroma	371967595.5	1	13	0	2	3232.88	0	0	48	0	48	-5518494.267	5511184.944	2.472383031	1	Nearctic	1.047867537	48	48	0	0
8	375	52.767	-4.783	1	oenanthe_oenanthe	0.0  	0.0  	0.0  	50.0  	0  	muscicapidae	passeriformes	oenanthe	NA	NA	NA	NA	NA	NA	0	10	125	6	21	-373606.7053	6342553.25	0.163964883	0	Palearctic	0.824684501	135	27	0.222222222	0.074074074
8	376	49.5	8.167	1	oenanthe_oenanthe	NA	NA	NA	NA	NA	muscicapidae	passeriformes	oenanthe	2.91558E+13	6	4.1	1	1	5316.75	1	34	98	13	15	653545.1095	6021365.49	0.027470086	0.051515152	Palearctic	0.987129211	132	28	0.464285714	0.257575758
4	377	37.622	-84.199	1	megascops_asio	0.0  	100.0  	0.0  	78.0  	0  	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	80	0	23	-7235444.885	4741288.438	0.416730739	0.862275449	Nearctic	0.902858078	80	23	0	0
7	378	22.045	121.553	1	otus_elegans	NA	NA	NA	NA	NA	strigidae	strigiformes	otus	4029109654	3	5	1	2	85.0322	1	1	199	1	107	11089827.21	2862615.213	-0.61569547	0.41490433	Oriental	0.344592839	200	108	0.009259259	0.005
4	379	34.38	-108.093	1	otus_flammeolus	NA	NA	NA	NA	NA	strigidae	strigiformes	otus	1.04382E+12	3	3.7	2	2	1263.16	0	0	37	0	17	-9432681.696	4366078.559	0.072881031	0.414171657	Nearctic	0.762723923	37	17	0	0
4	380	39.091	-105.095	1	otus_flammeolus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0	5	-8963509.98	4908019.114	0.338260454	0.136726547	Nearctic	0.951988578	NA	5	0	NA
2	381	-37.517	145.533	1	pachycephala_pectoralis	NA	NA	NA	NA	NA	pachycephalidae	passeriformes	pachycephala	1.97013E+12	2	6.7	2	2	630.649	1	25	105	15	50	12512591.01	-4729290.089	0.741205274	0.605476673	Australian	0.479733467	130	65	0.230769231	0.192307692
5	382	-51.717	-61.283	1	pachyptila_belcheri	NA	NA	NA	NA	NA	procellariidae	procellariiformes	pachyptila	55101942520	1	13	0	2	1890.75	1	7	27	7	27	-4825374.232	-6240965.122	0.715102337	0.595334686	Neotropical	0.761521101	34	34	0.205882353	0.205882353
8	383	81.6	-16.66	1	pagophila_eburnea	NA	NA	NA	NA	NA	laridae	charadriiformes	pagophila	5.3408E+11	2	28	1	1	997.96	1	1	19	NA	NA	-927095.9197	8316280.004	0.942164755	0.387031408	Palearctic	3.259175062	20	NA	NA	0.05
8	384	47.929	16.766	1	panurus_biarmicus	62.0  	0.0  	43.0  	56.4  	0  	timaliidae	passeriformes	panurus	1.16517E+13	6	4.2	1	2	1416.47	0	27	160	13	31	1356329.763	5861732.3	0.037073264	0.074074074	Palearctic	1.036765218	187	44	0.295454545	0.144385027
8	385	37.533	127.3	1	paradoxornis_webbianus	NA	NA	NA	NA	NA	timaliidae	passeriformes	paradoxornis	4.35789E+12	5	4.6	1	2	523.759	1	19	227	13	37	10944087.56	4731119.095	0.308768588	0.139442231	Palearctic	1.014821887	246	50	0.26	0.077235772
8	386	52.45	7.25	1	parus_ater	NA	NA	NA	NA	NA	paridae	passeriformes	parus	1.89514E+13	8	4.1	1	2	1309.71	0	1119	2440	342	141	567691.4704	6312051.219	0.418152425	0.188508065	Palearctic	0.973612845	3559	483	0.708074534	0.314414161
8	387	52.378	11.003	1	parus_ater	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	0	40	118	15	5	862035.1709	6305102.96	0.415190146	0.492943548	Palearctic	1.080633759	158	20	0.75	0.253164557
8	388	47.967	11.233	1	parus_major	0.0  	0.0  	54.0  		0  	paridae	passeriformes	parus	3.25901E+13	9	4.3	1	1	1627.13	1	621	5820	345	517	908489.1943	5865631.669	0.857170927	0.608481262	Palearctic	1.005099654	6441	862	0.400232019	0.0964136
8	389	47.096	17.848	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	28	417	15	32	1451934.648	5775789.498	0.834186651	0.640039448	Palearctic	1.07074821	445	47	0.319148936	0.062921348
8	390	53.383	6.233	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	348	3034	NA	NA	484535.1325	6401404.061	0.994237302	0.016765286	Palearctic	0.910203099	3382	NA	NA	0.102897694
8	391	39.55	-4.333	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	62	242	26	21	-368667.2049	4959673.282	0.625400059	0.65581854	Palearctic	0.69040066	304	47	0.553191489	0.203947368
8	392	59.834	17.632	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	0	7	40	5	5	1296823.119	6982099.042	1.142796201	0.216962525	Palearctic	1.261906862	47	10	0.5	0.14893617
8	393	59.933	10.55	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	7	75	4	9	775227.7626	6990472.316	1.144938331	0.023668639	Palearctic	1.282177329	82	13	0.307692308	0.085365854
11	394	33.517	130.383	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	38	191	17	15	11421390.67	4264614.234	0.44758346	0.046351085	Sino-Japanese	0.555126905	229	32	0.53125	0.165938865
8	395	58.873	9.605	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	0	33	375	15	40	712733.3219	6899933.646	1.12177587	0.027613412	Palearctic	1.208566666	408	55	0.272727273	0.080882353
8	396	46.117	7.133	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	107	857	44	85	583988.598	5673666.131	0.808060482	0.541420118	Palearctic	1.049076915	964	129	0.341085271	0.110995851
8	397	52.378	11.003	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	0	193	1972	102	177	862035.1709	6305102.96	0.969600641	0.420118343	Palearctic	1.080633759	2165	279	0.365591398	0.089145497
8	398	47.766	9.004	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	58	280	32	25	729204.9967	5844984.959	0.85188889	0.690335306	Palearctic	1.011919975	338	57	0.561403509	0.171597633
8	399	51.767	-1.317	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	150	1035	80	84	-103660.5331	6245838.573	0.954439064	0.295857988	Palearctic	1.000901222	1185	164	0.487804878	0.126582278
8	400	46.959	17.893	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	16	67	7	2	1456912.846	5761570.519	0.830549017	0.632149901	Palearctic	1.07074821	83	9	0.777777778	0.192771084
8	401	47.111	17.688	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	9	223	4	16	1438775.823	5777344.885	0.834584564	0.629191321	Palearctic	1.052229524	232	20	0.2	0.038793103
8	402	47.085	17.864	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	10	216	6	15	1453342	5774648.701	0.833894801	0.641025641	Palearctic	1.07074821	226	21	0.285714286	0.044247788
8	403	47.088	17.908	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	25	285	15	21	1456892.75	5774959.843	0.8339744	0.644970414	Palearctic	1.07074821	310	36	0.416666667	0.080645161
8	404	51.438	6.991	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	26	96	NA	NA	551616.8784	6213706.077	0.946218624	0.433925049	Palearctic	1.000336289	122	NA	NA	0.213114754
8	405	51.265	7.146	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	0	58	623	31	47	564573.3462	6196748.215	0.941880303	0.474358974	Palearctic	0.960426927	681	78	0.397435897	0.085168869
8	406	52	5.833	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	43	624	25	74	458306.0957	6268501.791	0.960236983	0.244575937	Palearctic	0.922440529	667	99	0.252525253	0.064467766
8	407	53.301	5.063	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	0	18	498	7	75	393836.333	6393602.355	0.992241396	0.00295858	Palearctic	0.88699013	516	82	0.085365854	0.034883721
8	408	40.002	122.964	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	16	181	7	15	10436984.02	5010329.137	0.63835932	0.175542406	Palearctic	1.258117199	197	22	0.318181818	0.081218274
11	409	42.667	141.6	1	parus_major	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	1	62	648	47	81	11840695.77	5304599.553	0.713642369	0.027613412	Sino-Japanese	1.145394444	710	128	0.3671875	0.087323944
8	410	65	25.5	1	parus_montanus	50.0  	0	0.0  	57.1  	0  	paridae	passeriformes	parus	2.22013E+13	8	4.6	1	2	1285.94	1	53	734	25	92	1780887.52	7395041.689	0.807882269	0.013779528	Palearctic	1.380652428	787	117	0.213675214	0.067344346
8	411	65	25.5	1	parus_montanus	NA	NA	NA	NA	NA	paridae	passeriformes	parus	NA	NA	NA	NA	NA	NA	0	1	111	1	23	1780887.52	7395041.689	0.807882269	0.013779528	Palearctic	1.380652428	112	24	0.041666667	0.008928571
8	412	40.358	96.225	1	passer_ammodendri	NA	NA	NA	NA	NA	passeridae	passeriformes	passer	1.30338E+12	4.5	5.8	0	2	451.614	1	44	348	33	52	8151709.319	5050077.315	-0.249404548	0.286286286	Palearctic	1.390909433	392	85	0.388235294	0.112244898
8	413	47.337	-2.874	1	passer_domesticus	50.0  	0.0  	39.2  	44.9  	0  	passeridae	passeriformes	passer	3.44099E+13	4	6	0	2	511.434	1	94	128	67	37	-233426.1144	5800744.942	0.426686956	0.021803766	Palearctic	0.684084773	222	104	0.644230769	0.423423423
8	414	53.064	-0.961	1	passer_domesticus	NA	NA	NA	NA	NA	passeridae	passeriformes	passer	NA	NA	NA	NA	NA	NA	1	2	51	2	15	-74892.13078	6370997.559	0.588713708	0.204162537	Palearctic	0.949010313	53	17	0.117647059	0.037735849
8	415	41.399	2.164	1	passer_domesticus	NA	NA	NA	NA	NA	passeridae	passeriformes	passer	NA	NA	NA	NA	NA	NA	1	11	95	7	17	182272.1626	5165540.83	0.246205435	0.003964321	Palearctic	0.611589789	106	24	0.291666667	0.103773585
4	416	35.208	-97.446	1	passer_domesticus	NA	NA	NA	NA	NA	passeridae	passeriformes	passer	NA	NA	NA	NA	NA	NA	1	89	428	NA	NA	-8471544.459	4462817.134	0.046539471	1	Nearctic	0.862350583	517	NA	NA	0.172147002
4	417	38.04	-84.505	1	passer_domesticus	NA	NA	NA	NA	NA	passeridae	passeriformes	passer	NA	NA	NA	NA	NA	NA	1	68	613	51	154	-7246489.698	4788947.394	0.139203363	1	Nearctic	0.875140131	681	205	0.248780488	0.099853157
8	418	51.183	-4.667	1	passer_domesticus	NA	NA	NA	NA	NA	passeridae	passeriformes	passer	NA	NA	NA	NA	NA	NA	1	4	301	4	108	-368942.9829	6188695.665	0.536915991	0.023785927	Palearctic	0.853744626	305	112	0.035714286	0.013114754
8	419	40.5	-4	1	passer_domesticus	NA	NA	NA	NA	NA	passeridae	passeriformes	passer	NA	NA	NA	NA	NA	NA	0	12	159	5	49	-338598.2095	5065894.979	0.217892906	0.590683845	Palearctic	0.655740261	171	54	0.092592593	0.070175439
8	420	53.064	-0.961	1	passer_domesticus	NA	NA	NA	NA	NA	passeridae	passeriformes	passer	NA	NA	NA	NA	NA	NA	0	73	463	49	134	-74892.13078	6370997.559	0.588713708	0.204162537	Palearctic	0.949010313	536	183	0.267759563	0.13619403
4	421	35.208	-97.446	1	passer_domesticus	NA	NA	NA	NA	NA	passeridae	passeriformes	passer	NA	NA	NA	NA	NA	NA	0	27	109	15	26	-8471544.459	4462817.134	0.046539471	1	Nearctic	0.862350583	136	41	0.365853659	0.198529412
8	422	46.517	6.567	1	passer_montanus	50.0  	0.0  	36.7  	50.0  	0  	passeridae	passeriformes	passer	3.90617E+13	5	5.7	0	1	1407.21	1	12	102	8	27	536259.1933	5715535.771	0.831481653	0.091826438	Palearctic	1.035772562	114	35	0.228571429	0.105263158
8	423	41.583	-2.433	1	passer_montanus	NA	NA	NA	NA	NA	passeridae	passeriformes	passer	NA	NA	NA	NA	NA	NA	1	12	139	10	30	-204717.7755	5185828.772	0.695846288	0.109989909	Palearctic	0.978748262	151	40	0.25	0.079470199
8	424	46.355	20.136	1	passer_montanus	NA	NA	NA	NA	NA	passeridae	passeriformes	passer	NA	NA	NA	NA	NA	NA	1	7	69	4	15	1646030.414	5698602.39	0.827145736	0.513622603	Palearctic	1.063409805	76	19	0.210526316	0.092105263
4	425	44.583	-66.757	1	passerculus_sandwichensis	0.0  	0.0  	0.0  	30.0  	0  	emberizidae	passeriformes	passerculus	1.35726E+13	5	3.4	1	1	1622.74	0	106	199	46	39	-5518542.938	5511291.711	0.137615228	0.037	Nearctic	1.047867537	305	85	0.541176471	0.347540984
4	426	44.565	-73.318	1	passerculus_sandwichensis	NA	NA	NA	NA	NA	emberizidae	passeriformes	passerculus	NA	NA	NA	NA	NA	NA	1	103	88	55	22	-6061587.359	5509369.711	0.136899753	0.34	Nearctic	1.155554891	191	77	0.714285714	0.539267016
4	427	44.583	-66.757	1	passerculus_sandwichensis	NA	NA	NA	NA	NA	emberizidae	passeriformes	passerculus	NA	NA	NA	NA	NA	NA	1	316	384	136	66	-5518542.938	5511291.711	0.137615228	0.037	Nearctic	1.047867537	700	202	0.673267327	0.451428571
4	428	46.8	-114.95	1	passerina_amoena	NA	NA	NA	NA	NA	emberizidae	passeriformes	passerina	2.82554E+12	3	4.1	1	1	219.873	0	NA	NA	20	21	-9369436.771	5745038.632	0.576035343	0.970089731	Nearctic	1.174648166	NA	41	0.487804878	NA
4	429	32.602	-85.385	1	passerina_caerulea	NA	NA	NA	NA	NA	emberizidae	passeriformes	passerina	5.31475E+12	4	4.2	1	1	78.4505	1	29	26	14	6	-7509088.983	4156346.377	0.303003946	0.570712136	Nearctic	0.693401515	55	20	0.7	0.527272727
4	430	35.888	-79.016	1	passerina_cyanea	0.0  	0.0  	0.0  	5.0  	0  	emberizidae	passeriformes	passerina	5.70832E+12	3	4.1	1	1	173.563	0	22	41	12	13	-6847523.53	4541805.508	-0.131351621	0.549450549	Nearctic	0.765395463	63	25	0.48	0.349206349
8	431	65.667	19	1	perisoreus_infaustus	0		0.0  	0	0  	corvidae	passeriformes	perisoreus	1.18056E+13	4	7.1	1	2	900.148	0	0	7	NA	NA	1317385.576	7444611.043	0.727862044	0.3722334	Palearctic	1.436975002	7	NA	NA	0
8	432	62.367	21.5	1	perisoreus_infaustus	NA	NA	NA	NA	NA	corvidae	passeriformes	perisoreus	NA	NA	NA	NA	NA	NA	1	0	1029	NA	NA	1543057.837	7190814.582	0.511251151	0.022132797	Palearctic	1.263496518	1029	NA	NA	0
2	433	-36.601	174.89	1	petroica_longipes	NA	NA	NA	NA	NA	petroicidae	passeriformes	petroica	37427658328	2.5	6	2	2	0	0	0	29	0	16	15104387.62	-4624172.303	-0.597119582	1	Australian	0.515438676	29	16	0	0
2	434	-41.092	174.275	1	petroica_australis	NA	NA	NA	NA	NA	NA	NA	NA	43033347939	3	6	2	2	115.427	0	0	33	0	21	14704251.32	-5131609.629	-0.870810886	0.01611279	Australian	0.597319722	33	21	0	0
2	435	-45.204	167.698	1	petroica_australis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	26	0	6	13809538.99	-5577365.54	0.38550564	0.149043303	Australian	0.689905465	26	6	0	0
2	436	-45.011	168.004	1	petroica_australis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	83	1	21	13851445.57	-5556879.67	0.327768353	0.787512588	Australian	0.771182299	84	22	0.045454545	0.011904762
2	437	-46.934	168.133	1	petroica_australis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	88	0	26	13692252.72	-5758973.267	0.89734807	0.18429003	Australian	0.633951724	88	26	0	0
2	438	-36.139	144.227	1	petroica_goodenovii	NA	NA	NA	NA	NA	petroicidae	passeriformes	petroica	6.57799E+12	2	6.5	1	2	641.044	1	53	174	41	69	12483829.64	-4570855.012	0.816701033	0.339034205	Australian	0.733089507	227	110	0.372727273	0.233480176
8	439	44.932	6.681	1	petronia_petronia	NA	NA	NA	NA	NA	passeridae	passeriformes	petronia	7.80127E+12	6	2.8	1	1	966.891	1	68	209	25	31	551100.3368	5548481.436	0.436129775	0.229061554	Palearctic	1.07012403	277	56	0.446428571	0.245487365
8	440	45.422	6.964	1	petronia_petronia	NA	NA	NA	NA	NA	passeridae	passeriformes	petronia	NA	NA	NA	NA	NA	NA	0	58	123	24	18	572683.2649	5600451.3	0.473619662	0.148335015	Palearctic	1.07012403	181	42	0.571428571	0.320441989
4	441	33.632	-117.556	1	phainopepla_nitens	NA	NA	NA	NA	NA	bombycillidae	passeriformes	phainopepla	1.25458E+12	2	5.5	1	1	490.882	0	0	19	0	10	-10292582.63	4278171.859	0.361604128	0.245967742	Nearctic	0.507425845	19	10	0	0
4	442	33.648	-116.376	1	phainopepla_nitens	NA	NA	NA	NA	NA	bombycillidae	passeriformes	phainopepla	NA	NA	NA	NA	NA	NA	0	0	29	0	15	-10188553.4	4280057.246	0.36312714	0.791330645	Nearctic	0.420544386	29	15	0	0
8	443	56.186	-2.556	1	phalacrocorax_aristotelis	0	0.0  	45.0  	44.8  	0  	phalacrocoracidae	suliformes	phalacrocorax	2.16847E+11	3	8.8	0	1	779.315	0	15	146	11	76	-194199.1129	6661941.097	0.455514067	1	Palearctic	1.126100183	161	87	0.126436782	0.093167702
5	444	-43.075	-64.504	1	phalacrocorax_atriceps	NA	NA	NA	NA	NA	phalacrocoracidae	suliformes	phalacrocorax	3.37229E+11	3	11.3	0	1	313.296	1	0	110	0	37	-5380987.834	-5348964.782	-0.541015839	0.947738693	Neotropical	0.524156213	110	37	0	0
8	445	52.217	19.05	1	phalacrocorax_carbo	NA	NA	NA	NA	NA	phalacrocoracidae	suliformes	phalacrocorax	2.45372E+13	3	11.3	0	1	2166.37	1	13	111	9	21	1494316.993	6289538.746	1.981653847	0.146268657	Palearctic	1.155269146	124	30	0.3	0.10483871
8	446	57.7	-3.969	1	phalacrocorax_carbo	NA	NA	NA	NA	NA	phalacrocoracidae	suliformes	phalacrocorax	NA	NA	NA	NA	NA	NA	1	NA	NA	1	5	-297631.5281	6797507.344	2.10699066	0.246766169	Palearctic	1.005195022	NA	6	0.166666667	NA
8	447	52.284	0.281	1	phalacrocorax_carbo	NA	NA	NA	NA	NA	phalacrocoracidae	suliformes	phalacrocorax	NA	NA	NA	NA	NA	NA	1	NA	NA	9	30	22030.89716	6296020.328	1.98325312	0.053731343	Palearctic	1.07855916	NA	39	0.230769231	NA
8	448	55.878	10.604	1	phalacrocorax_carbo	NA	NA	NA	NA	NA	phalacrocoracidae	suliformes	phalacrocorax	NA	NA	NA	NA	NA	NA	1	NA	NA	0	23	807765.766	6633909.878	2.066624415	0.16318408	Palearctic	1.194081545	NA	23	0	NA
8	449	69.4	-81.817	1	phalaropus_fulicarius	NA	NA	NA	NA	NA	scolopacidae	charadriiformes	phalaropus	3.69421E+12	4	4.9	0	0	7676.5	0	6	64	6	12	-5434435.112	7704833.281	0.302658092	0.250255363	Palearctic	2.105484009	70	18	0.333333333	0.085714286
4	450	71.3204857	-156.6605776	1	phalaropus_fulicarius	NA	NA	NA	NA	NA	scolopacidae	charadriiformes	phalaropus	NA	NA	NA	NA	NA	NA	1	42	1140	37	297	-10160192.72	7826666.212	0.457338249	0.026557712	Nearctic	1.762918711	1182	334	0.110778443	0.035532995
8	451	66.563	-163.673	1	phalaropus_lobatus	NA	NA	NA	NA	NA	scolopacidae	charadriiformes	phalaropus	8.97492E+12	4	4.9	0	0	6732.54	0	4	222	4	59	-11236527.24	7509769.286	0.428467044	0.014	Palearctic	1.671458364	226	63	0.063492063	0.017699115
4	452	51.417	-105.167	1	steganopus_tricolor	100.0  	0.0  	100.0  	0	1  	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	51	0	17	-8299381.714	6211649.859	0.370004115	0.499501496	Nearctic	1.704763293	51	17	0	0
2	453	-46.933	168.132	1	philesturnus_carunculatus	NA	NA	NA	NA	NA	callaeatidae	passeriformes	philesturnus	18987463.83	2	11.5	2	2	31.3757	1	0	202	0	39	13692261.46	-5758869.361	0.898110601	0.634634635	Australian	0.633951724	202	39	0	0
1	454	-28.867	24.833	1	philetairus_socius	NA	NA	NA	NA	NA	passeridae	passeriformes	philetairus	6.61145E+11	4	5.8	0	1	228.037	1	0	181	0	85	2216431.514	-3707477.551	0.680577673	0.264207378	Afrotropical	0.72850889	181	85	0	0
5	455	-1.408	-89.628	1	phoebastria_irrorata	NA	NA	NA	NA	NA	diomedeidae	procellariiformes	phoebastria	3278063231	1	28.3	0	2	332.25	0	30	140	30	140	-8424617.269	-185592.3423	-0.840649019	0.980119284	Neotropical	0.756917655	170	170	0.176470588	0.176470588
8	456	47	11	1	phoenicurus_ochruros	NA	NA	NA	NA	NA	muscicapidae	passeriformes	phoenicurus	1.37737E+13	5	4.1	1	2	2139.73	1	64	158	16	37	895417.6927	5765828.311	0.289991413	0.27833002	Palearctic	1.045751452	222	53	0.301886792	0.288288288
8	457	62.467	11.8	1	phoenicurus_phoenicurus	NA	NA	NA	NA	NA	muscicapidae	passeriformes	phoenicurus	1.44584E+13	6	4.1	1	1	4397.28	1	0	69	0	10	846040.0469	7198813.438	0.718761693	0.390268123	Palearctic	1.385097146	69	10	0	0
8	458	61.35	12.283	1	phoenicurus_phoenicurus	NA	NA	NA	NA	NA	muscicapidae	passeriformes	phoenicurus	NA	NA	NA	NA	NA	NA	1	5	179	4	24	890440.6467	7108412.931	0.676000745	0.532274081	Palearctic	1.287246704	184	28	0.142857143	0.027173913
2	459	-37.683	145.517	1	phylidonyris_pyrrhopterus	NA	NA	NA	NA	NA	meliphagidae	passeriformes	phylidonyris	3.58655E+11	2	6.2	1	2	192.815	1	11	8	NA	NA	12500850.08	-4748254.019	0.099165716	0.796370968	Australian	0.515868604	19	NA	NA	0.578947368
1	460	-3.417	38.333	1	phyllastrephus_cabanisi	NA	NA	NA	NA	NA	pycnonotidae	passeriformes	phyllastrephus	2.00778E+12	2	4.5	2	2	438.727	1	110	127	74	63	3601004.743	-450270.7775	-0.596095213	0.32238806	Afrotropical	0.554314733	237	137	0.540145985	0.464135021
8	461	59.872	154.191	1	phylloscopus_fuscatus	NA	NA	NA	NA	NA	sylviidae	passeriformes	phylloscopus	1.15948E+13	5	3.6	1	1	2430.98	1	88	107	27	19	11336628	6985315.058	0.719898281	0.007992008	Palearctic	1.725625277	195	46	0.586956522	0.451282051
10	462	35.25	73.833	1	phylloscopus_humei	NA	NA	NA	NA	NA	sylviidae	passeriformes	phylloscopus	3.69759E+12	4	3.6	1	1	1234.55	1	12	26	7	4	6417483.263	4467707.926	-0.248114384	0.248	Saharo-Arabian	1.287586212	38	11	0.636363636	0.315789474
10	463	32.233	77.117	1	phylloscopus_humei	NA	NA	NA	NA	NA	sylviidae	passeriformes	phylloscopus	NA	NA	NA	NA	NA	NA	1	92	171	45	38	6792493.231	4112488.088	-0.475191409	0.265	Saharo-Arabian	0.97386533	263	83	0.542168675	0.349809886
8	464	47.412	7.541	1	phylloscopus_sibilatrix	0.0  	0.0  	0.0  	62.6  	0  	sylviidae	passeriformes	phylloscopus	6.34619E+12	6	3.6	1	1	5163.47	1	1	17	1	2	612173.3556	5808496.138	-0.337637427	0.391608392	Palearctic	0.974767268	18	3	0.333333333	0.055555556
8	465	63	15	1	phylloscopus_sibilatrix	NA	NA	NA	NA	NA	sylviidae	passeriformes	phylloscopus	NA	NA	NA	NA	NA	NA	0	0	56	0	13	1069701.905	7241130.034	0.684153073	0.202797203	Palearctic	1.288011312	56	13	0	0
8	466	61.417	8.867	1	phylloscopus_trochilus	0.0  	0.0  	0.0  	36.4  	0  	sylviidae	passeriformes	phylloscopus	1.57982E+13	6	3.5	1	1	6870.03	0	36	73	9	11	642382.7037	7113900.041	0.437408876	0.251246261	Palearctic	1.380649447	109	20	0.45	0.330275229
8	467	56.918	18.124	1	phylloscopus_trochilus	NA	NA	NA	NA	NA	sylviidae	passeriformes	phylloscopus	NA	NA	NA	NA	NA	NA	1	19	49	7	5	1368418.145	6727951.177	0.156347148	0.005982054	Palearctic	1.071286321	68	12	0.583333333	0.279411765
8	468	56.298	-2.986	1	phylloscopus_trochilus	NA	NA	NA	NA	NA	sylviidae	passeriformes	phylloscopus	NA	NA	NA	NA	NA	NA	1	47	153	16	18	-226653.9105	6672096.8	0.115671998	0.029910269	Palearctic	1.108246803	200	34	0.470588235	0.235
8	469	63	15	1	phylloscopus_trochilus	NA	NA	NA	NA	NA	sylviidae	passeriformes	phylloscopus	NA	NA	NA	NA	NA	NA	0	0	120	0	19	1069701.905	7241130.034	0.530062295	0.416749751	Palearctic	1.288011312	120	19	0	0
4	470	36.208	-121.558	1	pica_nuttalli	NA	NA	NA	NA	NA	corvidae	passeriformes	pica	95387321926	6	7.1	1	2	93.9503	0	0	39	0	10	-10518211.06	4578830.565	-0.441147973	0.186626747	Nearctic	0.59376055	39	10	0	0
4	471	35.407	-79.357	1	picoides_borealis	0	0.0  	0	0	0  	picidae	piciformes	picoides	9.04434E+11	3	5.4	2	2	261.282	0	1	79	1	43	-6892600.888	4485976.138	0.486385338	0.026946108	Nearctic	0.68949765	80	44	0.022727273	0.0125
8	472	48.217	16.275	1	dendrocopos_major	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	161	0	36	1314033.292	5891238.857	0.333389661	0.67001003	Palearctic	1.06795454	161	36	0	0
8	473	48.217	16.275	1	dendrocopos_medius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	61	0	13	1314033.292	5891238.857	0.313400231	0.256410256	Palearctic	1.06795454	61	13	0	0
8	474	61.183	25.1	1	picoides_tridactylus	NA	NA	NA	NA	NA	picidae	piciformes	picoides	2.34209E+13	4	4.8	2	2	1488.33	1	2	78	2	24	1822545.637	7094700.562	0.605489138	0.300099701	Palearctic	1.261009693	80	26	0.076923077	0.025
